date,account_number,amount,type,memo,account_currency,account_type,account_name,category_main,category_sub,category_sub2,details,data_source
2012-09-09,ACCOUNT_CURRENT,-16.13,PAYMENT,VERIFONE TAXI,£,Current Account,Current,Transport,taxi,,,synthetic
2012-09-10,ACCOUNT_CURRENT,-10.81,PAYMENT,CASTLE NEWS LTD,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-09-10,ACCOUNT_CURRENT,-3.48,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-09-10,ACCOUNT_CURRENT,-6.21,PAYMENT,RINGGO LONDON,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2012-09-10,ACCOUNT_CURRENT,-10.35,DD,SPOTIFY UK,£,Current Account,Current,Leisure,subscription,music,,synthetic
2012-09-10,ACCOUNT_CURRENT,-32.36,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2012-09-11,ACCOUNT_CURRENT,-10.68,PAYMENT,FURNESS STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-09-11,ACCOUNT_CURRENT,-10.16,DD,SKYPE COMMUNICATIONS,£,Current Account,Current,Bills,utilities,Mobile Phone,,synthetic
2012-09-12,ACCOUNT_CURRENT,-56.64,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2012-09-12,ACCOUNT_CURRENT,-37.48,DD,PLUSNET PLC,£,Current Account,Current,Bills,utilities,broadband,,synthetic
2012-09-13,ACCOUNT_CURRENT,-68.61,PAYMENT,MCDONALDS RESTAURANT,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2012-09-14,ACCOUNT_CURRENT,-16.66,PAYMENT,UDEMY ONLINE COURSE,£,Current Account,Current,Leisure,entertainment,,,synthetic
2012-09-15,ACCOUNT_CURRENT,-22.39,DD,VODAFONE LTD,£,Current Account,Current,Bills,utilities,Mobile Phone,,synthetic
2012-09-15,ACCOUNT_SAINSBURY,-93.66,PAYMENT,SAINSBURY'S S/MKTS,£,Credit Card,Sainsbury,Shopping,Groceries,Supermarket,,synthetic
2012-09-16,ACCOUNT_CURRENT,-10.79,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-09-16,ACCOUNT_CURRENT,-80.70,PAYMENT,JAZZ WINE MART,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2012-09-17,ACCOUNT_BARCLAYCARD,-30.88,PAYMENT,UNIQLO UK LTD,£,Credit Card,Barclaycard,Shopping,Clothes,,,synthetic
2012-09-17,ACCOUNT_CURRENT,-7.31,PAYMENT,APCOA PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2012-09-17,ACCOUNT_CURRENT,-6.64,PAYMENT,EURO SUPERMARKET,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-09-17,ACCOUNT_CURRENT,-41.64,PAYMENT,LUL TICKET MACHINE,£,Current Account,Current,Transport,tube,,,synthetic
2012-09-18,ACCOUNT_CURRENT,-9.84,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2012-09-19,ACCOUNT_CURRENT,-54.67,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2012-09-19,ACCOUNT_CURRENT,-61.85,PAYMENT,TESCO PFS,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2012-09-20,ACCOUNT_AMEX,-43.84,PAYMENT,HONEST BURGER,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2012-09-20,ACCOUNT_AMEX,-85.78,PAYMENT,MCDONALDS RESTAURANT,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2012-09-20,ACCOUNT_CURRENT,-21.53,PAYMENT,DUKE OF YORK,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2012-09-20,ACCOUNT_CURRENT,-3.29,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-09-20,ACCOUNT_CURRENT,-13.08,DD,TV LICENSE MTHLY,£,Current Account,Current,Bills,utilities,TV License,,synthetic
2012-09-20,ACCOUNT_CURRENT,-23.14,PAYMENT,VERIFONE TAXI,£,Current Account,Current,Transport,taxi,,,synthetic
2012-09-21,ACCOUNT_AMEX,-81.48,PAYMENT,KFC LONDON,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2012-09-21,ACCOUNT_BARCLAYCARD,-49.07,PAYMENT,ZARA UK,£,Credit Card,Barclaycard,Shopping,Clothes,,,synthetic
2012-09-22,ACCOUNT_CURRENT,-8.41,PAYMENT,EURO SUPERMARKET,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-09-22,ACCOUNT_CURRENT,-77.38,PAYMENT,SAINSBURYS TO YOU,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2012-09-22,ACCOUNT_CURRENT,-20.90,PAYMENT,STARS POKER,£,Current Account,Current,Leisure,entertainment,,,synthetic
2012-09-23,ACCOUNT_CURRENT,-20.61,PAYMENT,ROYAL OAK PUB,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2012-09-23,ACCOUNT_CURRENT,-4.89,PAYMENT,STARBUCKS COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-09-23,ACCOUNT_CURRENT,-21.68,PAYMENT,VERIFONE TAXI,£,Current Account,Current,Transport,taxi,,,synthetic
2012-09-24,ACCOUNT_CURRENT,-41.09,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2012-09-25,ACCOUNT_AMEX,-43.47,PAYMENT,HONEST BURGER,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2012-09-25,ACCOUNT_BARCLAYCARD,-81.48,PAYMENT,NANDOS CHICKEN,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2012-09-25,ACCOUNT_CURRENT,3219.57,FPI,COMPANY_A SALARY,£,Current Account,Current,Income,Salary,,,synthetic
2012-09-25,ACCOUNT_CURRENT,-3.14,PAYMENT,KAFFEINE LONDON,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-09-26,ACCOUNT_CURRENT,-59.88,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2012-09-26,ACCOUNT_CURRENT,-432.31,TFR,POT OF GOLD TRANSFER,£,Current Account,Current,Savings,Transfer,,,synthetic
2012-09-26,ACCOUNT_SAVINGS,432.31,TFR,POT OF GOLD CREDIT,£,Savings,Pot of Gold,Savings,Transfer,,,synthetic
2012-09-27,ACCOUNT_CURRENT,-5.01,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-09-27,ACCOUNT_CURRENT,-9.94,PAYMENT,EURO SUPERMARKET,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-09-28,ACCOUNT_CURRENT,-6.03,PAYMENT,APCOA PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2012-09-28,ACCOUNT_CURRENT,-4.63,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-09-28,ACCOUNT_CURRENT,-15.00,DD,BRITISH RED CROSS,£,Current Account,Current,Bills,Charity,,,synthetic
2012-09-28,ACCOUNT_CURRENT,-3.42,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-09-28,ACCOUNT_CURRENT,-12.99,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-09-28,ACCOUNT_CURRENT,-3.34,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-09-28,ACCOUNT_CURRENT,-6.69,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-09-29,ACCOUNT_CURRENT,-99.99,PAYMENT,SAINSBURY'S S/MKTS,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2012-09-30,ACCOUNT_CURRENT,-14.77,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2012-09-30,ACCOUNT_CURRENT,-19.92,PAYMENT,CMT UK LTD,£,Current Account,Current,Transport,taxi,,,synthetic
2012-09-30,ACCOUNT_SAVINGS,8.38,INT,INTEREST PAID GROSS,£,Savings,Pot of Gold,Savings,Interest,,,synthetic
2012-10-01,ACCOUNT_BARCLAYCARD,-39.05,PAYMENT,ZIZZI RESTAURANT,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2012-10-01,ACCOUNT_CURRENT,-12.78,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2012-10-01,ACCOUNT_CURRENT,-37.95,PAYMENT,LUL TICKET MACHINE,£,Current Account,Current,Transport,tube,,,synthetic
2012-10-01,ACCOUNT_CURRENT,-1050.00,DD,MTG 80451771,£,Current Account,Current,House,Mortgage,,,synthetic
2012-10-01,ACCOUNT_CURRENT,-8.84,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-02,ACCOUNT_CURRENT,-40.25,DD,PURE GYM LTD,£,Current Account,Current,Leisure,sport,gym,,synthetic
2012-10-03,ACCOUNT_CURRENT,-8.39,DD,AMAZON PRIME MEMBER,£,Current Account,Current,Leisure,subscription,amazon,,synthetic
2012-10-03,ACCOUNT_CURRENT,-5.85,PAYMENT,CAFFE NERO,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-03,ACCOUNT_CURRENT,-59.38,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2012-10-03,ACCOUNT_CURRENT,-4.15,PAYMENT,KAFFEINE LONDON,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-04,ACCOUNT_CURRENT,-157.65,DD,L B BRENT COUNCIL,£,Current Account,Current,Bills,utilities,council tax,,synthetic
2012-10-04,ACCOUNT_CURRENT,-81.50,PAYMENT,NAKED WINES UK,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2012-10-04,ACCOUNT_CURRENT,-5.01,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2012-10-04,ACCOUNT_CURRENT,-6.99,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-04,ACCOUNT_CURRENT,-19.88,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2012-10-05,ACCOUNT_AMEX,254.57,CR,AMERICAN EXPRESS,£,Credit Card,Amex,Shopping,CreditCard,,,synthetic
2012-10-05,ACCOUNT_BARCLAYCARD,161.43,CR,PAYMENT RECEIVED - THANK YOU,£,Credit Card,Barclaycard,Shopping,CreditCard,,,synthetic
2012-10-05,ACCOUNT_CURRENT,-254.57,DD,AMERICAN EXPRESS PAYMENT,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2012-10-05,ACCOUNT_CURRENT,-161.43,DD,CARDHOLDER_NAME_CARDNUMBER,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2012-10-05,ACCOUNT_CURRENT,-105.73,PAYMENT,CURRYS PCWORLD,£,Current Account,Current,Shopping,electronics,camera,,synthetic
2012-10-05,ACCOUNT_CURRENT,-93.66,DD,SAINSBURYS BANK PL,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2012-10-05,ACCOUNT_CURRENT,-55.33,PAYMENT,SHELL SERVICE STN,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2012-10-05,ACCOUNT_CURRENT,-27.66,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2012-10-05,ACCOUNT_SAINSBURY,93.66,CR,"DIRECT DEBIT RECEIVED, THANK YOU",£,Credit Card,Sainsbury,Shopping,CreditCard,,,synthetic
2012-10-06,ACCOUNT_AMEX,-46.92,PAYMENT,DELIVEROO,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2012-10-06,ACCOUNT_CURRENT,-9.91,PAYMENT,NISA LOCAL,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-06,ACCOUNT_CURRENT,-8.12,PAYMENT,RINGGO LONDON,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2012-10-06,ACCOUNT_CURRENT,-36.27,DD,THAMES WATER,£,Current Account,Current,Bills,utilities,water,,synthetic
2012-10-06,ACCOUNT_CURRENT,-23.74,PAYMENT,WILLIAM IV PUB,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2012-10-06,ACCOUNT_SAINSBURY,-91.96,PAYMENT,SAINSBURY'S S/MKTS,£,Credit Card,Sainsbury,Shopping,Groceries,Supermarket,,synthetic
2012-10-07,ACCOUNT_CURRENT,-23.69,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2012-10-07,ACCOUNT_CURRENT,-17.28,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2012-10-07,ACCOUNT_CURRENT,-5.40,PAYMENT,JUSTPARK.COM,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2012-10-07,ACCOUNT_CURRENT,-6.21,PAYMENT,PAYBYPHONE PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2012-10-08,ACCOUNT_CURRENT,-50.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2012-10-08,ACCOUNT_CURRENT,-99.58,DD,E.ON ENERGY,£,Current Account,Current,Bills,utilities,gas/elec,,synthetic
2012-10-08,ACCOUNT_CURRENT,-6.53,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-08,ACCOUNT_CURRENT,-29.50,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2012-10-08,ACCOUNT_CURRENT,-35.31,PAYMENT,THE OLD NICK,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2012-10-09,ACCOUNT_CURRENT,-10.21,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2012-10-09,ACCOUNT_CURRENT,-3.46,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-09,ACCOUNT_CURRENT,-188.90,PAYMENT,SPECSAVERS OPTICAL,£,Current Account,Current,Health,Eyecare,glasses,,synthetic
2012-10-10,ACCOUNT_CURRENT,-58.32,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2012-10-10,ACCOUNT_CURRENT,-5.64,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-10,ACCOUNT_CURRENT,-6.18,PAYMENT,PAYBYPHONE PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2012-10-10,ACCOUNT_CURRENT,-10.45,DD,SPOTIFY UK,£,Current Account,Current,Leisure,subscription,music,,synthetic
2012-10-11,ACCOUNT_CURRENT,-5.44,PAYMENT,BLACK SHEEP COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-11,ACCOUNT_CURRENT,-40.33,PAYMENT,BREWDOG SHOREDITCH,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2012-10-11,ACCOUNT_CURRENT,-150.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2012-10-11,ACCOUNT_CURRENT,-9.79,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-10-11,ACCOUNT_CURRENT,-10.01,DD,SKYPE COMMUNICATIONS,£,Current Account,Current,Bills,utilities,Mobile Phone,,synthetic
2012-10-11,ACCOUNT_CURRENT,-18.99,PAYMENT,THE OLD NICK,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2012-10-12,ACCOUNT_CURRENT,-37.90,DD,PLUSNET PLC,£,Current Account,Current,Bills,utilities,broadband,,synthetic
2012-10-12,ACCOUNT_CURRENT,-8.32,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-13,ACCOUNT_CURRENT,-6.16,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2012-10-13,ACCOUNT_CURRENT,-3.39,PAYMENT,STARBUCKS COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-13,ACCOUNT_CURRENT,-88.45,PAYMENT,TESCO SELF SERVICE 4521,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2012-10-14,ACCOUNT_CURRENT,-8.35,PAYMENT,GAILS BAKERY,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-10-14,ACCOUNT_CURRENT,-7.91,PAYMENT,YOUR LOCAL STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-15,ACCOUNT_BARCLAYCARD,-100.00,PAYMENT,CARDTRONICS ATM,£,Credit Card,Barclaycard,Withdrawal,,,,synthetic
2012-10-15,ACCOUNT_CURRENT,-9.63,PAYMENT,NATIONAL LOTTERY,£,Current Account,Current,Leisure,entertainment,,,synthetic
2012-10-15,ACCOUNT_CURRENT,-33.43,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2012-10-15,ACCOUNT_CURRENT,-22.47,DD,VODAFONE LTD,£,Current Account,Current,Bills,utilities,Mobile Phone,,synthetic
2012-10-17,ACCOUNT_CURRENT,-59.17,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2012-10-17,ACCOUNT_CURRENT,-3.12,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-17,ACCOUNT_CURRENT,-10.89,PAYMENT,NISA LOCAL,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-17,ACCOUNT_CURRENT,-73.76,PAYMENT,TESCO PAY AT PUMP,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2012-10-18,ACCOUNT_CURRENT,-10.98,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-19,ACCOUNT_BARCLAYCARD,-65.26,PAYMENT,TK MAXX LONDON,£,Credit Card,Barclaycard,Shopping,Clothes,,,synthetic
2012-10-19,ACCOUNT_CURRENT,-4.10,PAYMENT,BLACK SHEEP COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-19,ACCOUNT_CURRENT,-4.16,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-19,ACCOUNT_CURRENT,-9.08,PAYMENT,GAILS BAKERY,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-10-19,ACCOUNT_CURRENT,-10.77,PAYMENT,NISA LOCAL,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-19,ACCOUNT_CURRENT,-6.51,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2012-10-19,ACCOUNT_CURRENT,-3.19,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-20,ACCOUNT_CURRENT,-11.53,PAYMENT,APPLE.COM/BILL 9289,£,Current Account,Current,Missing,,,,synthetic
2012-10-20,ACCOUNT_CURRENT,-78.00,PAYMENT,NAKED WINES UK,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2012-10-20,ACCOUNT_CURRENT,-69.81,PAYMENT,TESCO SELF SERVICE 4521,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2012-10-20,ACCOUNT_CURRENT,-13.01,DD,TV LICENSE MTHLY,£,Current Account,Current,Bills,utilities,TV License,,synthetic
2012-10-21,ACCOUNT_BARCLAYCARD,-50.00,PAYMENT,CARDTRONICS ATM,£,Credit Card,Barclaycard,Withdrawal,,,,synthetic
2012-10-22,ACCOUNT_CURRENT,-25.17,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2012-10-22,ACCOUNT_CURRENT,-8.70,PAYMENT,O'Farrells Butchers,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-10-22,ACCOUNT_CURRENT,-34.61,PAYMENT,OYSTERCARD TOPUP,£,Current Account,Current,Transport,tube,,,synthetic
2012-10-23,ACCOUNT_CURRENT,-39.40,PAYMENT,THE SHIP TAVERN,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2012-10-23,ACCOUNT_CURRENT,-7.12,PAYMENT,YOUR LOCAL STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-24,ACCOUNT_CURRENT,-2.87,PAYMENT,BLACK SHEEP COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-24,ACCOUNT_CURRENT,-55.43,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2012-10-25,ACCOUNT_CURRENT,-50.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2012-10-25,ACCOUNT_CURRENT,3212.68,FPI,COMPANY_A SALARY,£,Current Account,Current,Income,Salary,,,synthetic
2012-10-26,ACCOUNT_CURRENT,-86.48,PAYMENT,BURGER KING,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2012-10-26,ACCOUNT_CURRENT,-445.50,TFR,POT OF GOLD TRANSFER,£,Current Account,Current,Savings,Transfer,,,synthetic
2012-10-26,ACCOUNT_SAVINGS,445.50,TFR,POT OF GOLD CREDIT,£,Savings,Pot of Gold,Savings,Transfer,,,synthetic
2012-10-27,ACCOUNT_CURRENT,-29.01,PAYMENT,BREWDOG SHOREDITCH,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2012-10-27,ACCOUNT_CURRENT,-12.76,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-10-27,ACCOUNT_CURRENT,-4.68,PAYMENT,STARBUCKS COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-27,ACCOUNT_CURRENT,-71.25,PAYMENT,WAITROSE 0123,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2012-10-28,ACCOUNT_BARCLAYCARD,-65.97,PAYMENT,KFC LONDON,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2012-10-28,ACCOUNT_CURRENT,-15.00,DD,BRITISH RED CROSS,£,Current Account,Current,Bills,Charity,,,synthetic
2012-10-28,ACCOUNT_CURRENT,-9.37,PAYMENT,SJ NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-28,ACCOUNT_CURRENT,-15.25,PAYMENT,VERIFONE TAXI,£,Current Account,Current,Transport,taxi,,,synthetic
2012-10-29,ACCOUNT_CURRENT,-11.92,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2012-10-29,ACCOUNT_CURRENT,-3.18,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-29,ACCOUNT_CURRENT,-10.66,PAYMENT,NISA LOCAL,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-10-29,ACCOUNT_CURRENT,-37.31,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2012-10-30,ACCOUNT_CURRENT,-14.75,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-10-30,ACCOUNT_CURRENT,-66.94,PAYMENT,PIZZA EXPRESS,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2012-10-31,ACCOUNT_CURRENT,-56.32,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2012-10-31,ACCOUNT_CURRENT,-3.91,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-10-31,ACCOUNT_SAVINGS,8.53,INT,INTEREST PAID GROSS,£,Savings,Pot of Gold,Savings,Interest,,,synthetic
2012-11-01,ACCOUNT_CURRENT,-4.25,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-11-01,ACCOUNT_CURRENT,-1050.00,DD,MTG 80451771,£,Current Account,Current,House,Mortgage,,,synthetic
2012-11-02,ACCOUNT_CURRENT,-39.30,DD,ONELIFE FITNESS,£,Current Account,Current,Leisure,sport,gym,,synthetic
2012-11-02,ACCOUNT_CURRENT,-75.62,PAYMENT,TESCO PFS,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2012-11-03,ACCOUNT_CURRENT,-8.37,DD,AMAZON PRIME MEMBER,£,Current Account,Current,Leisure,subscription,amazon,,synthetic
2012-11-03,ACCOUNT_CURRENT,-5.84,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2012-11-03,ACCOUNT_CURRENT,-6.52,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-11-03,ACCOUNT_CURRENT,-75.90,PAYMENT,TESCO STORES 2384,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2012-11-04,ACCOUNT_CURRENT,-13.95,PAYMENT,GAILS BAKERY,£,Current Account,Current,Shopping,Groceries,,,synthetic
2012-11-04,ACCOUNT_CURRENT,-156.97,DD,L B BRENT COUNCIL,£,Current Account,Current,Bills,utilities,council tax,,synthetic
2012-11-04,ACCOUNT_CURRENT,-7.18,PAYMENT,SJ NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2012-11-05,ACCOUNT_AMEX,46.92,CR,AMERICAN EXPRESS,£,Credit Card,Amex,Shopping,CreditCard,,,synthetic
2012-11-05,ACCOUNT_BARCLAYCARD,320.28,CR,PAYMENT RECEIVED - THANK YOU,£,Credit Card,Barclaycard,Shopping,CreditCard,,,synthetic
2012-11-05,ACCOUNT_CURRENT,-46.92,DD,AMERICAN EXPRESS PAYMENT,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2012-11-05,ACCOUNT_CURRENT,-320.28,DD,CARDHOLDER_NAME_CARDNUMBER,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2012-11-05,ACCOUNT_CURRENT,-91.96,DD,SAINSBURYS BANK PL,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2012-11-05,ACCOUNT_CURRENT,-39.39,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2012-11-05,ACCOUNT_SAINSBURY,91.96,CR,"DIRECT DEBIT RECEIVED, THANK YOU",£,Credit Card,Sainsbury,Shopping,CreditCard,,,synthetic
2012-11-06,ACCOUNT_AMEX,-77.63,PAYMENT,CHIPOTLE LONDON,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2012-11-06,ACCOUNT_CURRENT,-34.94,DD,THAMES WATER,£,Current Account,Current,Bills,utilities,water,,synthetic
2012-11-07,ACCOUNT_CURRENT,-7.90,PAYMENT,APCOA PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2012-11-07,ACCOUNT_CURRENT,-59.47,TFR,CLEANER_A,£,Current Account,Current,Bills,Household,cleaner,,synthetic
